window,discipline,topic,topic_keywords,N,N_rel
2018-2022,Biology,7,"bifurcation, mml, matrix, structured, evolutionary, discrete, models, equations, theorem, dynamics",4,0.04
2018-2022,Biology,8,"quantum, classical, player, rational, game, setting, epr, secret, games, factorizable",1,0.01
2018-2022,Computer Science,0,"game, edge, cloud, users, computing, problem, mobile, proposed, equilibrium, nash",97,0.24069478908188585
2018-2022,Computer Science,1,"game, government, energy, supply, market, evolutionary, model, strategy, chain, study",121,0.3002481389578164
2018-2022,Computer Science,2,"games, fuzzy, game, cooperative, theory, player, players, based, strategies, set",52,0.12903225806451613
2018-2022,Computer Science,3,"attack, defense, game, security, model, attacks, network, strategy, based, blockchain",75,0.18610421836228289
2018-2022,Computer Science,4,"learning, game, reinforcement, control, based, games, marl, algorithm, equilibrium, multiagent",31,0.07692307692307693
2018-2022,Computer Science,5,"optimization, uav, swarm, particle, algorithm, task, uavs, proposed, energy, game",17,0.04218362282878412
2018-2022,Computer Science,6,"radar, jammer, jamming, polarization, game, strategies, monostatic, stackelberg, suppression, anti",4,0.009925558312655087
2018-2022,Computer Science,7,"economic, urbanization, development, mcdm, analysis, fuzzy, subjective, experts, criteria, green",4,0.009925558312655087
2018-2022,Computer Science,8,"scheduler, matching, data, mapreduce, tardiness, virtual, flows, aware, vls, resource",2,0.004962779156327543
2018-2022,Economics,0,"games, game, equilibrium, players, repeated, equilibria, theory, model, player, payoffs",82,0.6456692913385826
2018-2022,Economics,1,"firms, firm, market, product, equilibrium, model, competition, game, price, competitive",19,0.14960629921259844
2018-2022,Economics,2,"countries, international, trade, game, climate, environmental, power, market, global, model",16,0.12598425196850394
2018-2022,Economics,4,"moral, norms, morality, trust, guilt, social, economic, theory, markets, ethics",3,0.023622047244094488
2018-2022,Economics,5,"government, enterprises, evolutionary, green, diffusion, game, sustainable, development, export, industry",5,0.03937007874015748
2018-2022,Economics,6,"inflation, bank, fiscal, central, monetary, targeting, policy, macroprudential, target, account",1,0.007874015748031496
2018-2022,Economics,8,"douglas, cobb, arrow, cowles, production, research, data, economics, economic, function",1,0.007874015748031496
2018-2022,Engineering and Technology,0,"game, networks, network, users, power, proposed, problem, algorithm, based, allocation",225,0.34615384615384615
2018-2022,Engineering and Technology,1,"energy, market, power, game, electricity, based, demand, proposed, model, carbon",153,0.2353846153846154
2018-2022,Engineering and Technology,2,"games, stochastic, game, agents, nash, equilibrium, players, control, time, dynamics",80,0.12307692307692308
2018-2022,Engineering and Technology,3,"game, data, attacks, model, defense, security, based, privacy, attack, cyber",91,0.14
2018-2022,Engineering and Technology,4,"game, control, vehicle, driver, driving, vehicles, traffic, lane, strategy, based",48,0.07384615384615385
2018-2022,Engineering and Technology,5,"supply, chain, manufacturer, product, supplier, retailer, advertising, retailers, model, products",29,0.04461538461538461
2018-2022,Engineering and Technology,6,"evolutionary, knowledge, design, game, project, model, theory, decision, value, projects",19,0.02923076923076923
2018-2022,Engineering and Technology,7,"cdm, airlines, air, airport, merging, cargo, landing, code, model, carriers",3,0.004615384615384616
2018-2022,Engineering and Technology,8,"scheduling, manufacturing, cmfg, shop, job, machine, service, logistic, ne, game",2,0.003076923076923077
2018-2022,Geoscience,0,"evolutionary, government, carbon, game, green, enterprises, model, innovation, energy, development",97,0.485
2018-2022,Geoscience,1,"supply, chain, carbon, low, products, retailer, manufacturer, channel, remanufacturing, price",44,0.22
2018-2022,Geoscience,2,"water, cooperative, river, basin, resources, ecological, game, compensation, allocation, decision",16,0.08
2018-2022,Geoscience,3,"game, pollution, parking, traffic, lane, air, climate, model, based, changing",11,0.055
2018-2022,Geoscience,4,"emergency, safety, government, supervision, care, game, evolutionary, construction, strategy, elderly",19,0.095
2018-2022,Geoscience,5,"blockchain, traceability, chain, supply, technology, finance, financing, food, platform, game",5,0.025
2018-2022,Geoscience,6,"farmers, fallow, land, game, lost, foresight, process, institutional, local, peasants",5,0.025
2018-2022,Geoscience,7,"students, school, schools, education, cooperation, ai, governments, learning, ece, parents",2,0.01
2018-2022,Geoscience,8,"tourism, destination, regenerative, competitiveness, intention, commitment, net, zero, influencer, advocacy",1,0.005
2018-2022,Health,0,"quality, media, enterprises, government, safety, drug, strategy, new, environmental, behavior",3,0.2727272727272727
2018-2022,Health,1,"health, game, evolutionary, treatment, service, care, medical, patients, information, elderly",8,0.7272727272727273
2018-2022,Humanities,0,"games, accessed, http, www, com, 2008, narrative, play, 2007, april",1,0.14285714285714285
2018-2022,Humanities,1,"social, capital, individuals, putnam, theory, game, action, al, et, trust",4,0.5714285714285714
2018-2022,Humanities,2,"game, theoretic, word, pragmatics, optimality, intention, principles, model, meaning, interpretation",2,0.2857142857142857
2018-2022,Management and OR,0,"supply, chain, model, retailer, channel, price, manufacturer, game, product, market",127,0.5100401606425703
2018-2022,Management and OR,1,"game, games, equilibrium, mml, players, model, stochastic, nash, problem, equilibria",57,0.2289156626506024
2018-2022,Management and OR,2,"innovation, strategic, game, firms, theory, firm, research, technology, model, alliances",16,0.0642570281124498
2018-2022,Management and OR,3,"projects, game, project, government, evolutionary, public, construction, ppp, design, supervision",15,0.060240963855421686
2018-2022,Management and OR,4,"carbon, energy, emission, government, emissions, low, game, green, evolutionary, environmental",11,0.04417670682730924
2018-2022,Management and OR,5,"traffic, bus, congestion, lane, game, passengers, vehicles, route, transportation, driver",12,0.04819277108433735
2018-2022,Management and OR,6,"team, decision, group, mediation, framing, members, consensus, committee, game, solution",3,0.012048192771084338
2018-2022,Management and OR,7,"dea, dmus, efficiency, units, game, envelopment, approach, hospitals, internal, level",5,0.020080321285140562
2018-2022,Management and OR,8,"social, hq, csr, mnes, subsidiary, greenwashing, global, responsible, subsidiaries, srs",3,0.012048192771084338
2018-2022,Mathematics,0,"games, game, strategies, equilibrium, player, players, mml, theory, strategy, nash",92,0.33454545454545453
2018-2022,Mathematics,1,"evolutionary, government, enterprises, game, innovation, model, mechanism, public, strategy, construction",102,0.3709090909090909
2018-2022,Mathematics,2,"supply, chain, manufacturer, retailer, green, price, pricing, product, fairness, decisions",41,0.14909090909090908
2018-2022,Mathematics,3,"reinsurance, risk, investment, optimal, variance, time, asset, consistent, insurance, insurer",14,0.05090909090909091
2018-2022,Mathematics,4,"queueing, queue, customers, traffic, server, research, patients, operations, university, equilibrium",4,0.014545454545454545
2018-2022,Mathematics,5,"stability, bifurcation, delays, dynamics, delay, game, nash, equilibrium, imitative, hopf",10,0.03636363636363636
2018-2022,Mathematics,6,"blockchain, agricultural, governance, organizations, technology, traceability, based, products, smart, supply",7,0.025454545454545455
2018-2022,Mathematics,7,"fuzzy, design, method, optimization, game, multiobjective, based, variables, atanassov, function",2,0.007272727272727273
2018-2022,Mathematics,8,"energy, computing, node, wireless, mobile, power, algorithm, offloading, nodes, networks",3,0.01090909090909091
2018-2022,Medicine,0,"tumor, cells, cancer, growth, cell, virulence, cycles, tumors, evolutionary, schedules",4,0.36363636363636365
2018-2022,Medicine,1,"vaccination, control, disease, population, attack, coverage, security, vaccine, optimal, systems",4,0.36363636363636365
2018-2022,Medicine,2,"games, game, social, choice, learning, human, cooperation, cooperative, participants, behavior",1,0.09090909090909091
2018-2022,Medicine,3,"game, theory, patient, knowledge, cooperation, strategy, care, medical, decision, management",2,0.18181818181818182
2018-2022,Other Professional Fields,0,"shipping, game, container, capacity, ports, strategy, expansion, port, speed, sharing",5,0.35714285714285715
2018-2022,Other Professional Fields,1,"game, tourism, tscs, hotels, chains, supply, competition, sectors, profits, information",2,0.14285714285714285
2018-2022,Other Professional Fields,2,"game, play, video, group, groups, theory, students, research, experiment, games",1,0.07142857142857142
2018-2022,Other Professional Fields,3,"traffic, approach, game, making, problem, education, decision, toll, government, assignment",2,0.14285714285714285
2018-2022,Other Professional Fields,5,"model, product, market, content, firms, free, blockchain, behavior, service, products",4,0.2857142857142857
2018-2022,Other Social Sciences,1,"defender, security, attacker, risk, cyber, game, allocation, defense, attacks, model",6,0.3157894736842105
2018-2022,Other Social Sciences,2,"gt, lt, li, game, social, learning, theory, behavior, evolutionary, evolution",1,0.05263157894736842
2018-2022,Other Social Sciences,3,"theory, game, analysis, political, institutions, european, coopetition, economic, institutional, equilibrium",4,0.21052631578947367
2018-2022,Other Social Sciences,4,"environmental, public, carbon, game, evolutionary, enterprises, government, charging, regulation, pollution",5,0.2631578947368421
2018-2022,Other Social Sciences,5,"location, pricing, firms, market, delivered, production, firm, areas, shown, paper",2,0.10526315789473684
2018-2022,Other Social Sciences,6,"manufacturing, cloud, multiple, platforms, platform, competition, equilibrium, suppliers, participants, game",1,0.05263157894736842
2018-2022,Physics,0,"cooperation, evolutionary, game, strategy, games, dynamics, evolution, model, individuals, strategies",42,0.42857142857142855
2018-2022,Physics,1,"game, energy, network, power, nodes, sensor, wireless, networks, algorithm, proposed",12,0.12244897959183673
2018-2022,Physics,2,"quantum, game, games, theory, strategies, players, information, classical, player, learning",17,0.17346938775510204
2018-2022,Physics,3,"pedestrians, evacuation, traffic, pedestrian, flow, lane, model, game, room, agents",5,0.05102040816326531
2018-2022,Physics,4,"chain, supply, channel, manufacturer, retailer, product, agricultural, model, profit, agency",10,0.10204081632653061
